Titulo,Categoria,Autor,id,Numero_de_Visitas,Votos_Positivos,Votos_Negativos,URL nuevo portal,votos_totales
Sujetos de Control Contraloria Departamental Valle,Datos Básicos,Contraloría Departamental del Valle del Cauca,75313,161,0,0,https://www.datos.gov.co/dataset/p3bu-2dsa,
Sujetos de Control,Datos Básicos,Contraloría Departamental del Valle del Cauca,75281,15,0,0,https://www.datos.gov.co/dataset/f59k-jxcs,
Consolidado de Contratación,Contratación Pública,Contraloria General De Antioquia,75078,46,0,0,https://www.datos.gov.co/dataset/nh95-sre5,
Plan General de Auditoria,Datos Administrativos,Contraloria General de Antioquia,75079,30,0,0,https://www.datos.gov.co/dataset/j8q2-9d5j,
Consolidado de Contratación,Contratación Pública,Contraloría General De Antioquia,62173,57,0,0,https://www.datos.gov.co/dataset/aey7-sjfb,
Consolidado de Contratación,Contratación Pública,Contraloría General De Antioquia,62902,44,0,0,https://www.datos.gov.co/dataset/2vkp-gnbh,
Consolidado de Contratación,Contratación Pública,Contraloría General De Antioquia,63396,67,0,0,https://www.datos.gov.co/dataset/h7ww-6jrm,
Consolidado de Contratación,Contratación Pública,Contraloría General De Antioquia,63175,81,0,0,https://www.datos.gov.co/dataset/wm7j-uxkf,
Consolidado de Contratación,Contratación Pública,Contraloría General De Antioquia,63176,66,0,0,https://www.datos.gov.co/dataset/bmnm-wzkc,
Contratación mes de septiembre de 2015,Contratación Pública,Contraloría General De Antioquia,63630,99,0,0,https://www.datos.gov.co/dataset/prmh-k773,
Consolidado de Contratación,Contratación Pública,Contraloría General De Antioquia,62685,50,0,0,https://www.datos.gov.co/dataset/23dz-v44t,
Consolidado de Contratación,Contratación Pública,Contraloría General De Antioquia,62286,72,0,0,https://www.datos.gov.co/dataset/xg2t-epdr,
Consolidado de Contratación,Contratación Pública,Contraloría General De Antioquia,62112,239,0,0,https://www.datos.gov.co/dataset/nrf7-iinr,
Consolidado de Contratación,Contratación Pública,Contraloría General De Antioquia,64571,38,0,0,https://www.datos.gov.co/dataset/dwv3-bip5,
Consolidado de Contratación,Contratación Pública,Contraloría General De Antioquia,74349,148,0,0,https://www.datos.gov.co/dataset/dh3m-ct6p,
Consolidado de Contratación,Contratación Pública,Contraloría General De Antioquia,74657,92,0,0,https://www.datos.gov.co/dataset/iir3-fgpc,
Consolidado de Contratación,Contratación Pública,Contraloría General De Antioquia,64335,24,0,0,https://www.datos.gov.co/dataset/rjkm-b964,
Consolidado de Contratación,Contratación Pública,Contraloría General De Antioquia,63836,126,0,0,https://www.datos.gov.co/dataset/egxz-s2v8,
Resultados Auditorias PGA 2014,Datos Administrativos,Contraloría General De Antioquia,63643,32,0,0,https://www.datos.gov.co/dataset/shca-2azj,
Sedes Nacionales Contraloría General de la República,Función Pública,Contraloría General de la Republica de Colombia,20670,116,2,0,https://www.datos.gov.co/dataset/usr3-uztk,
Sujetos y Puntos de Control ,Función Pública,Contraloria General de Santiago de Cali,74967,28,0,0,https://www.datos.gov.co/dataset/6x6i-vejz,
Sujetos y Puntos de Control,Función Pública,Contraloria General de Santiago de Cali,74957,6,0,0,https://www.datos.gov.co/dataset/xeg5-4kwh,
Sujetos y Puntos de Control,Función Pública,Contraloría General de Santiago de Cali,74753,13,0,0,https://www.datos.gov.co/dataset/efsv-uwsh,
Plan Externo de Capacitación 2016 ,Social,Contraloría General del Cauca,75409,132,7,0,https://www.datos.gov.co/dataset/y6xu-53i6,
CONSOLIDADO CONTRATACION 1° SEMESTRE - 2016 ,Función Pública,Contraloría General del Cauca,75426,18,0,0,https://www.datos.gov.co/dataset/8sis-kvdk,
FUNCIONARIOS,Datos Básicos,Contraloría General del Cauca,63145,383,3,4,https://www.datos.gov.co/dataset/ih7x-43t5,
DENUNCIAS1-2016,Social,Contraloría General del Cauca,74729,13,0,0,https://www.datos.gov.co/dataset/5ptt-bymh,
DENUNCIAS2-2016,Social,Contraloría General del Cauca,74734,2,0,0,https://www.datos.gov.co/dataset/exm5-4zzb,
SEGUIMIENTO AL TRAMITE DE DENUNCIAS,Datos Básicos,Contraloría General del Cauca,63205,735,0,24,https://www.datos.gov.co/dataset/n277-gtst,
SEGUIMIENTO AL TRAMITE DE DENUNCIAS 10 INFORME2015,Función Pública,Contraloría General del Cauca,64293,134,0,0,https://www.datos.gov.co/dataset/5j9z-g4n5,
DENUNCIAS 3-2016,Función Pública,Contraloría General del Cauca,75423,8,0,0,https://www.datos.gov.co/dataset/7uas-hhb2,
DENUNCIAS 4-2016,Función Pública,Contraloría General del Cauca,75424,2,0,0,https://www.datos.gov.co/dataset/fa6v-ntnw,
DENUNCIAS 5-2016,Función Pública,Contraloría General del Cauca,75425,0,0,0,https://www.datos.gov.co/dataset/r6i7-qwgi,
SEGUIMIENTO AL TRAMITE DE DENUNCIAS 8 INFORME 2015,Función Pública,Contraloría General del Cauca,64290,0,0,0,https://www.datos.gov.co/dataset/pqcv-fzju,
SEGUIMIENTO AL TRAMITE DE DENUNCIAS 9 INFORME 2015,Función Pública,Contraloría General del Cauca,64291,4,0,0,https://www.datos.gov.co/dataset/xinb-b6qv,
PLAN GENERAL DE AUDITORIAS 2016 ,Función Pública,Contraloría General del Cauca,75427,28,1,0,https://www.datos.gov.co/dataset/k6wu-nfm8,
PLAN ANUAL DE ADQUISICIONES,Datos Administrativos,Contraloría General del Cauca,63180,376,4,5,https://www.datos.gov.co/dataset/8266-dneu,
Cronograma de Rutas de Control 2016 ,Social,Contraloría General del Cauca,75428,39,1,0,https://www.datos.gov.co/dataset/ghaq-4zn7,
ENTIDADES SUJETAS DE CONTROL,Datos Administrativos,Contraloría General del Cauca,63148,644,10,7,https://www.datos.gov.co/dataset/9txt-2u86,
Contratación Contraloría Manizales 2014,Económica y Comercial,Contralorìa Manizales,64108,31,0,0,https://www.datos.gov.co/dataset/g36h-f2gd,
Contratación Mes de Agosto 2015,Contratación Pública,Contraloria Municipal de Itagüí,63657,22,0,0,https://www.datos.gov.co/dataset/vc49-hwep,
Contratación Mes de Septiembre 2015,Contratación Pública,Contraloria Municipal de Itagüí,63659,224,0,0,https://www.datos.gov.co/dataset/dbqm-gpk7,
Contratación Mes de Octubre,Contratación Pública,Contraloria Municipal de Itagüí,63926,3726,0,406,https://www.datos.gov.co/dataset/be67-byfe,
Contratación Mes de Abril 2016,Contratación Pública,Contraloría Municipal de Itagüí,75115,106,0,0,https://www.datos.gov.co/dataset/sc9u-p6kj,
Contratación Mes de Diciembre 2015,Contratación Pública,Contraloría Municipal de Itagüí,64572,172,0,0,https://www.datos.gov.co/dataset/bhgb-kp59,
Contratación Mes de Enero 2016,Contratación Pública,Contraloría Municipal de Itagüí,74352,244,0,0,https://www.datos.gov.co/dataset/qtys-mk2f,
Contratación Mes de Febrero 2016,Contratación Pública,Contraloría Municipal de Itagüí,74656,194,0,0,https://www.datos.gov.co/dataset/eeh7-wij5,
SALVOCONDUCTOS FORESTALES,Ambiente,Corporacion autonoma de caldas,75437,1029,6,0,https://www.datos.gov.co/dataset/xng6-88bn,
Contratación Mes de Noviembre ,Contratación Pública,Contraloría Municipal de Itagüí,64342,197,0,1,https://www.datos.gov.co/dataset/uvqz-7p64,
Contratación Mes de Junio 2016,Contratación Pública,Contraloría Municipal de Itagüí,75439,30,0,0,https://www.datos.gov.co/dataset/prs4-9gm9,
Contratación Mes de Marzo 2016,Contratación Pública,Contraloría Municipal de Itagüí,74954,271,89,0,https://www.datos.gov.co/dataset/pk2r-yipz,
Contratación Mes de Mayo de 2016,Contratación Pública,Contraloría Municipal de Itagüí,75285,108,0,0,https://www.datos.gov.co/dataset/7smy-u2kx,
Locales - CORPORACION DE ABASTOS DE BOGOTA. S.A CO,Económica y Comercial,corabastos,30845,130,0,0,https://www.datos.gov.co/dataset/k6zf-djkg,
BOLETIN DIARIO DE PRECIOS DE VENTA MAYORISTA - COR,Económica y Comercial,corabastos,30844,302,0,0,https://www.datos.gov.co/dataset/5i9d-tq9q,
"Especies Endémicas, en Peligro y Amenazadas en el ",Ambiente,CORALINA,74333,76,0,0,https://www.datos.gov.co/dataset/emgt-tie8,
Flora y Fauna Asociada a los Manglares del Archipi,Ambiente,CORALINA,74334,47,0,0,https://www.datos.gov.co/dataset/mxis-6jyr,
Portafolio de mapas,Geografía,CORALINA,74295,45,0,1,https://www.datos.gov.co/dataset/94va-t5p7,
Portafolio de mapas,Geografía,CORALINA,74296,102,0,40,https://www.datos.gov.co/dataset/s43a-srxs,
Red de Limnimetros Automáticos,Ambiente,CORANTIOQUIA,51521,273,11,0,https://www.datos.gov.co/dataset/srer-ywda,
Red de Pluviómetros Automáticos,Ambiente,CORANTIOQUIA,51520,900,17,10,https://www.datos.gov.co/dataset/gyrr-nvda,
Empresas Gestoras Autorizadas de Residuos Peligros,Ambiente,Cormacarena,63873,66,6,0,https://www.datos.gov.co/dataset/um2z-tj4f,
SeccionesOrganismos,Geografía,corpoica,30852,36,0,0,https://www.datos.gov.co/dataset/ihsk-aypj,
TATB_DRAgroVer ,Social,corpoica,51383,5,0,0,https://www.datos.gov.co/dataset/pp3k-sq5r,
TATB_EtapasCicloFenologico ,Social,corpoica,51379,14,0,0,https://www.datos.gov.co/dataset/enjx-8y4x,
TATB_Fotos ,Social,corpoica,51388,14,0,0,https://www.datos.gov.co/dataset/fnnp-xfme,
TATB_FotosDrGaleria ,Social,corpoica,51386,4,0,0,https://www.datos.gov.co/dataset/dkgs-3xyp,
TATB_Organismos,Social,corpoica,51382,13,0,0,https://www.datos.gov.co/dataset/qcdt-3iby,
TATB_OrganismosFotos ,Social,corpoica,51387,7,0,0,https://www.datos.gov.co/dataset/ispg-ym39,
TATB_OrganismosProdEtaPla,Social,corpoica,51380,4,0,0,https://www.datos.gov.co/dataset/uias-69yj,
tatborganismossubsec ,Social,corpoica,51537,9,0,0,https://www.datos.gov.co/dataset/rz9e-gy7m,
TATB_PartesPlanta ,Social,corpoica,51375,5,0,0,https://www.datos.gov.co/dataset/jyae-zeqx,
TATB_ProductoOrganismoFoto ,Social,corpoica,51384,2,0,0,https://www.datos.gov.co/dataset/9trz-bgd7,
TATB_Productos ,Social,corpoica,51372,9,0,0,https://www.datos.gov.co/dataset/hj3w-x7xx,
TATB_ProductosEtapa ,Social,corpoica,51495,8,0,0,https://www.datos.gov.co/dataset/7wih-ww9c,
TATB_ProductosEtapaPlanta,Social,corpoica,51374,5,0,0,https://www.datos.gov.co/dataset/5yar-whvq,
TATB_SeccionDrAgro ,Social,corpoica,51491,4,0,0,https://www.datos.gov.co/dataset/nkzr-vj6q,
Tipo_organismo,Geografía,corpoica,30850,64,0,1,https://www.datos.gov.co/dataset/fggp-5yb4,
Productos,Geografía,corpoica,30846,88,0,0,https://www.datos.gov.co/dataset/fn4q-7vny,
PartesPlanta,Geografía,corpoica,30848,29,0,0,https://www.datos.gov.co/dataset/atm7-vnw8,
Organismos,Geografía,corpoica,30851,67,0,0,https://www.datos.gov.co/dataset/brey-br6n,
Corporación autónoma de caldas,Estadísticas,Corporacion autonoma de caldas,93,142,3,1,https://www.datos.gov.co/dataset/rvjg-secc,
APROVECHAMIENTOS FORESTALES 2014,Ambiente,Corporacion autonoma de chivor,62520,498,1,0,https://www.datos.gov.co/dataset/umgu-ngp6,
Oferta Forestal,Ambiente,Corporacion autonoma de chivor,63116,910,0,3,https://www.datos.gov.co/dataset/pnwc-vshp,
CONCESIONES OTORGADAS CORPOCHIVOR 2014,Ambiente,Corporacion autonoma de chivor,62070,61,0,0,https://www.datos.gov.co/dataset/fjkz-huei,
INFRACCIONES_AMBIENTALES,Ambiente,Corporacion autonoma de chivor,64294,65,0,0,https://www.datos.gov.co/dataset/5u8e-4fpx,
TITULOS MINEROS,Ambiente,Corporacion autonoma de chivor,52001,85,0,0,https://www.datos.gov.co/dataset/e4un-uccd,
Proyectos Mineros del Valle del Sinú y San Jorge,Ambiente,Corporacion Autonoma Regional de los Valles de Sinu y San Jorge,50,416,176,0,https://www.datos.gov.co/dataset/vz4b-4n6g,
Licencias Ambientales y  Planes de manejo Ambiental,Ambiente,Corporacion Autonoma Regional de los Valles de Sinu y San Jorge,,96,652,11,,
Permiso de emisiones atmosfericas a fuentes fijas,Ambiente,Corporacion Autonoma Regional para la Defensa de la Meseta Bucaramanga,75394,9,1,0,https://www.datos.gov.co/dataset/9ra6-8d8f,
Existencia de Material Vegetal,Ambiente,Corporacion Autonoma Regional para la Defensa de la Meseta Bucaramanga,75393,45,4,0,https://www.datos.gov.co/dataset/4yb7-zne5,
DIRECTORIO PERSONAL PLANTA CIAC,Datos Básicos,Corporación de la Industria Aeronautica,74826,19,0,0,https://www.datos.gov.co/dataset/w4ah-ey65,
PQR2015,Estadísticas,Corporación de la Industria Aeronautica,74678,22,0,1,https://www.datos.gov.co/dataset/4dzq-48mm,
DIRECTORIO PERSONAL PLANTA CIAC,Función Pública,Corporación de la Industria Aeronautica,51617,104,1,0,https://www.datos.gov.co/dataset/vi7z-xejw,
REGISTRO ESTADISTICA PQRS,Estadísticas,Corporación de la Industria Aeronautica,63917,106,2,0,https://www.datos.gov.co/dataset/d7s2-mpi7,
"Evaluación proyecto asistencia, reconstrucción y rehabilitación de la cuenca del Río Páez y zonas aledañas- Código bpin 1006 00173 0000",Económica y Comercial,Corporacion Nasa Kiwe,41047,1613,1,4,https://www.datos.gov.co/dataset/tfwi-ask9,
Inventario de información de población beneficiada (Familias Reasentadas y punto geografico de vivienda) por los programas y proyectos de la Corporación Nasa Kiwe - Área de Vivienda,Social,Corporacion Nasa Kiwe,51581,1697,4,4,https://www.datos.gov.co/dataset/qc34-ef6s,
Salvoconductos Expedidos ,Ambiente,CorpoUraba,89,302,2,2,https://www.datos.gov.co/dataset/k8z2-e8yw,
Estadísticas vitales - defunciones,Geografía,DANE,51666,341,0,0,https://www.datos.gov.co/dataset/w2fy-cjwm,
Financiación de Vivienda ,Económica y Comercial,DANE,51717,11,0,0,https://www.datos.gov.co/dataset/tm58-s3c7,
Gran Encuesta Integrada de Hogares ,Social,DANE,51718,72,0,0,https://www.datos.gov.co/dataset/w8rv-vude,
Estadísticas de Edificación Licencias de Construcción ,Económica y Comercial,DANE,51712,29,0,0,https://www.datos.gov.co/dataset/5ppd-ekpn,
Estadísticas de Exportaciones ,Económica y Comercial,DANE,51713,82,0,0,https://www.datos.gov.co/dataset/5m6w-wcjh,
Estadísticas de Importaciones ,Económica y Comercial,DANE,51714,66,0,0,https://www.datos.gov.co/dataset/ig49-hv7r,
"Estadísticas de Matriculas en Educación Preescolar, Básica y Media ",Social,DANE,51715,31,0,0,https://www.datos.gov.co/dataset/aaek-v859,
Estadísticas Vitales ,Social,DANE,51716,50,0,0,https://www.datos.gov.co/dataset/cwwi-umz7,
Encuesta Ambiental Industrial ,Económica y Comercial,DANE,51685,29,0,0,https://www.datos.gov.co/dataset/hwcf-8aux,
Encuesta Anual de Comercio ,Económica y Comercial,DANE,51686,39,0,0,https://www.datos.gov.co/dataset/ft6s-f7f3,
Encuesta Anual de Servicios ,Económica y Comercial,DANE,51687,27,0,0,https://www.datos.gov.co/dataset/wak7-ezuf,
Encuesta Anual Manufacturera ,Económica y Comercial,DANE,51688,21,0,0,https://www.datos.gov.co/dataset/ssew-f57n,
Encuesta de Calidad de la Gestión Estatal para el Desarrollo Empresarial ,Política,DANE,51690,14,0,0,https://www.datos.gov.co/dataset/gmvp-rbqf,
Encuesta de Calidad de Vida de Bogotá ,Social,DANE,51691,36,0,0,https://www.datos.gov.co/dataset/iyyx-qji8,
Encuesta de Convivencia y Seguridad Ciudadana ,Seguridad,DANE,51692,41,0,0,https://www.datos.gov.co/dataset/9iht-5ba7,
Encuesta de Cultura Política ,Política,DANE,51693,12,0,0,https://www.datos.gov.co/dataset/3psz-7e2b,
Encuesta de Desarrollo e Innovación Tecnológica ,Científica,DANE,51694,7,0,0,https://www.datos.gov.co/dataset/p53x-y78z,
Encuesta de Desarrollo e Innovación Tecnológica de Servicios ,Científica,DANE,51695,8,0,0,https://www.datos.gov.co/dataset/yckc-fsxz,
Encuesta de Gasto Interno en Turismo ,Económica y Comercial,DANE,51696,22,0,0,https://www.datos.gov.co/dataset/mzu2-6frg,
Encuesta de Microestablecimientos ,Económica y Comercial,DANE,51697,19,0,0,https://www.datos.gov.co/dataset/bp55-8egb,
Encuesta de Sacrificio de Ganado ,Económica y Comercial,DANE,51698,8,0,0,https://www.datos.gov.co/dataset/q3r5-y4rk,
Encuesta Experimental Nacional de Desempeño Agropecuario ,Económica y Comercial,DANE,51699,8,0,0,https://www.datos.gov.co/dataset/ta9p-gxx6,
Encuesta Longitudinal de Protección Social ,Social,DANE,51700,14,0,0,https://www.datos.gov.co/dataset/u6k2-4vg6,
Encuesta Mensual de Expectativas Económicas,Económica y Comercial,DANE,51701,16,0,0,https://www.datos.gov.co/dataset/59e8-r5rs,
Encuesta Multipropósito para Bogotá Distrito Capital ,Social,DANE,51702,18,0,0,https://www.datos.gov.co/dataset/efaj-9fqj,
Encuesta Nacional Agropecuaria ,Económica y Comercial,DANE,51703,34,0,0,https://www.datos.gov.co/dataset/hs5i-9k35,
Encuesta Nacional de Calidad de Vida ,Social,DANE,51704,38,0,0,https://www.datos.gov.co/dataset/q3gc-iahq,
Encuesta Nacional de Calidad de Vida y Movilidad Social ,Social,DANE,51705,33,0,0,https://www.datos.gov.co/dataset/anrw-xxrm,
Encuesta Nacional de Ingresos y Gastos ,Económica y Comercial,DANE,51706,37,0,0,https://www.datos.gov.co/dataset/da6g-qbtg,
Encuesta Nacional de Trabajo Infantil ,Social,DANE,51707,51,0,0,https://www.datos.gov.co/dataset/mryq-7ynr,
Encuesta Nacional de Uso del Tiempo ,Social,DANE,51708,14,0,0,https://www.datos.gov.co/dataset/f3nz-6v3w,
Encuesta sobre Ambiente y Desempeño Institucional ,Política,DANE,51709,7,0,0,https://www.datos.gov.co/dataset/9wc3-kdkb,
Encuesta sobre Ambiente y Desempeño Institucional Departamental ,Política,DANE,51710,4,0,0,https://www.datos.gov.co/dataset/sn7f-96vn,
Encuesta sobre Pobreza y Calidad de Vida en Santafé de Bogotá ,Social,DANE,51711,30,0,0,https://www.datos.gov.co/dataset/chmr-r6ue,
Acceso a Internet,Científica,DANE,51676,202,0,1,https://www.datos.gov.co/dataset/6nau-fh6s,
Cartera Hipotecaria de Vivienda ,Económica y Comercial,DANE,51677,167,0,2,https://www.datos.gov.co/dataset/jxgu-i8sr,
Censo de Edificaciones ,Económica y Comercial,DANE,51678,179,0,0,https://www.datos.gov.co/dataset/cvix-x4rg,
"Censo del Arbolado Urbano Bogotá D.C, ",Ambiente,DANE,51679,144,0,0,https://www.datos.gov.co/dataset/u6y6-cgdx,
Censo General 2005,Social,DANE,51680,442,0,1,https://www.datos.gov.co/dataset/qpiv-924j,
Censo Nacional 1985,Social,DANE,51681,24,0,0,https://www.datos.gov.co/dataset/brgh-v5qm,
